Матрица Roots
-98,075577012953
-97,3509618987381
-96,7471815623428
-96,2271012266496
-95,7703982242376
-95,3645565928982
-95,001170891385
-94,6742323476372
-94,3792438891159
-94,1127238901475
-93,8719055602208
-93,654547325508
-93,4588046406085
-93,2831437540225
-93,1262780836742
-92,987124489419
-92,8647681263584
-92,7584388530523
-92,6674902594719
-92,591386721815
-92,5296902282119
-92,482053632145
-92,4482122121745
-92,4279809141805
-92,4212491442152
-92,4279809141805
-92,4482122121745
-92,482053632145
-92,5296902282119
-92,591386721815
-92,6674902594719
-92,7584388530523
-92,8647681263584
-92,987124489419
-93,1262780836742
-93,2831437540225
-93,4588046406085
-93,654547325508
-93,8719055602208
-94,1127238901475
-94,379243889116
-94,6742323476372
-95,001170891385
-95,3645565928983
-95,7703982242376
-96,2271012266496
-96,7471815623428
-97,3509618987381
-98,075577012953
-97,3509618987381
-95,9807203221132
-94,810310112657
-93,7904872312726
-92,889612568046
-92,0863491964915
-91,3656013955442
-90,7162349298782
-90,1297536852795
-89,5994929128771
-89,1201108688472
-88,6872500694706
-88,2973102827126
-87,9472847304476
-87,6346469643916
-87,3572626217837
-87,1133289099953
-86,9013230104076
-86,7199686184078
-86,5682039295906
-86,4451634456305
-86,3501574182034
-86,2826630900012
-86,242311561337
-86,2288855134852
-86,242311561337
-86,2826630900012
-86,3501574182034
-86,4451634456305
-86,5682039295906
-86,7199686184078
-86,9013230104076
-87,1133289099953
-87,3572626217837
-87,6346469643916
-87,9472847304476
-88,2973102827126
-88,6872500694706
-89,1201108688472
-89,5994929128771
-90,1297536852795
-90,7162349298782
-91,3656013955442
-92,0863491964915
-92,889612568046
-93,7904872312726
-94,810310112657
-95,9807203221132
-97,3509618987381
-96,7471815623428
-94,810310112657
-93,1225447486108
-91,634649497055
-90,3109696719581
-89,1254104906606
-88,0584628247737
-87,095193428192
-86,223910130701
-85,4352774174542
-84,7217127027124
-84,076974444243
-83,495865097232
-82,9740235936089
-82,5077657344411
-82,0939727434982
-81,7299987396002
-81,4136085625957
-81,1429207882044
-80,9163729746394
-80,7326850665403
-80,5908411794081
-80,4900657593046
-80,4298162802951
-80,409768309061
-80,4298162802951
-80,4900657593046
-80,5908411794081
-80,7326850665403
-80,9163729746394
-81,1429207882044
-81,4136085625957
-81,7299987396002
-82,0939727434982
-82,5077657344411
-82,9740235936089
-83,4958650972319
-84,076974444243
-84,7217127027124
-85,4352774174542
-86,223910130701
-87,095193428192
-88,0584628247737
-89,1254104906606
-90,3109696719581
-91,634649497055
-93,1225447486108
-94,810310112657
-96,7471815623428
-96,2271012266496
-93,7904872312726
-91,634649497055
-89,714381690611
-87,9940373819273
-86,4457346410253
-85,0475646124816
-83,7821248893902
-82,6354169726379
-81,5960320132484
-80,6545650903338
-79,8031801160891
-79,0352975849279
-78,3453530933633
-77,7286250562437
-77,1810931749765
-76,6993405178684
-76,2804661003535
-75,9220287863374
-75,621990958275
-75,3786874962419
-75,1907885946126
-75,0572849268702
-74,9774633434967
-74,9509035024109
-74,9774633434967
-75,0572849268702
-75,1907885946126
-75,3786874962419
-75,621990958275
-75,9220287863374
-76,2804661003535
-76,6993405178684
-77,1810931749765
-77,7286250562437
-78,3453530933633
-79,0352975849279
-79,8031801160891
-80,6545650903338
-81,5960320132484
-82,635416972638
-83,7821248893902
-85,0475646124816
-86,4457346410253
-87,9940373819273
-89,714381690611
-91,634649497055
-93,7904872312726
-96,2271012266496
-95,7703982242376
-92,889612568046
-90,3109696719581
-87,9940373819273
-85,9049691981777
-84,0158916954886
-82,3039572679672
-80,7504030156523
-79,3397308874553
-78,059052353136
-76,8975660576476
-75,8461632280163
-74,8971131156991
-74,0438314022698
-73,2806884872704
-72,6028729576609
-72,006270883366
-71,4873851969109
-71,0432570167089
-70,671419152672
-70,3698434705961
-70,1369163706735
-69,9714033920992
-69,8724398913949
-69,8395081956168
-69,8724398913949
-69,9714033920992
-70,1369163706735
-70,3698434705962
-70,671419152672
-71,0432570167089
-71,4873851969109
-72,006270883366
-72,6028729576609
-73,2806884872704
-74,0438314022698
-74,897113115699
-75,8461632280163
-76,8975660576476
-78,059052353136
-79,3397308874553
-80,7504030156523
-82,3039572679672
-84,0158916954886
-85,9049691981777
-87,9940373819273
-90,3109696719581
-92,889612568046
-95,7703982242376
-95,3645565928983
-92,0863491964915
-89,1254104906606
-86,4457346410253
-84,0158916954886
-81,8089581504706
-79,8020952083229
-77,9759911592941
-76,3143124796066
-74,8032029230756
-73,4308702128085
-72,1872350251314
-71,0636598777792
-70,0527179794462
-69,1480229518911
-68,3440770801208
-67,6361663231302
-67,0202589440467
-66,4929423808413
-66,0513541443034
-65,6931462045721
-65,4164373914458
-65,2197967618287
-65,1022113464074
-65,0630836109922
-65,1022113464074
-65,2197967618287
-65,4164373914458
-65,6931462045721
-66,0513541443035
-66,4929423808413
-67,0202589440467
-67,6361663231302
-68,3440770801208
-69,1480229518911
-70,0527179794462
-71,0636598777792
-72,1872350251314
-73,4308702128085
-74,8032029230756
-76,3143124796066
-77,9759911592941
-79,8020952083229
-81,8089581504706
-84,0158916954886
-86,4457346410253
-89,1254104906606
-92,0863491964915
-95,3645565928983
-95,001170891385
-91,3656013955442
-88,0584628247737
-85,0475646124816
-82,3039572679672
-79,8020952083229
-77,5196976995139
-75,4374621934795
-73,5387095287392
-71,8090407910986
-70,236010188402
-68,8088531826576
-67,5182407773699
-66,3560904714284
-65,3153928574398
-64,3900873935259
-63,5749415100856
-62,865472125038
-62,2578608361404
-61,7489070540379
-61,335968052141
-61,0169343581104
-60,7901876134298
-60,6545923905251
-60,6094677975899
